,istab,U,zi,stab,imet,Q_mg,zplume,dur,sig_x0,sig_y0,sig_z0,title,isrc,y,z,t,iloc,icurve,x,sig_x,sig_y,sig_z,zfunc,yfunc,qyz,cpeak,conc,dose,dinf
13,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,138.70000000000002,14.902647379216575,35.59245292693394,16.128198927055674,0.049471398689824614,0.011208620018979935,554.5061097217059,14.844069397858465,0.0,184.8353699072353,184.8353699072353
14,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,148.6,15.88882018578864,37.35617802730664,17.18580386249907,0.04642695598273315,0.010679419080555126,495.81291957409337,12.44905124952568,0.0,165.27097319136445,165.27097319136445
15,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,158.5,16.870361909591505,39.085146424709606,18.237869916492322,0.04374878005254071,0.010207004882786409,446.54401161223166,10.559660026671065,0.0,148.84800387074387,148.84800387074387
16,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,168.4,17.847581964073875,40.782154647580796,19.284769879241157,0.041373818029793084,0.009782275699969619,404.7300947278098,9.046824789084463,0.0,134.91003157593659,134.91003157593659
17,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,178.3,18.820752108337498,42.44962398985961,20.326831006233217,0.03925277676548073,0.009398016823346475,368.89825640505154,7.819512780318089,0.0,122.96608546835051,122.96608546835051
18,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,188.20000000000002,19.79011286854369,44.08966880856154,21.3643428023557,0.03734655296023656,0.009048429965161458,337.9276689008939,6.812171094604957,0.0,112.64255630029795,112.64255630029795
19,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,198.1,20.7558785833799,45.704149462827374,22.39756313510709,0.03562372188414379,0.008728797824493048,310.9522660826597,5.976716698773859,0.0,103.65075536088656,103.65075536088656
20,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,208.0,21.718241422618025,47.294713941469425,23.426723101349687,0.03405873525819649,0.008435240371580473,287.29361865491035,5.27729520731856,0.0,95.76453955163677,95.76453955163677
21,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,217.9,22.677374626809417,48.862831018041916,24.452030949103218,0.03263060486862711,0.008164534720760015,266.4137064093068,4.686772314440536,0.0,88.80456880310227,88.80456880310227
22,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,227.8,23.63343514767136,50.409816963500255,25.473675272533328,0.0313219255428126,0.007913979943436235,247.88109053562204,4.184336593845472,0.0,82.62703017854068,82.62703017854068
23,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,237.70000000000002,24.586565821302713,51.93685729316342,26.49182764061218,0.030118139490355886,0.007681294194401448,231.34629001344368,3.7538311438520475,0.0,77.11543000448123,77.11543000448123
24,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,247.60000000000002,25.536897172931372,53.445024638913246,27.50664477927484,0.02900697510285833,0.007464535437990301,216.52359360418836,3.382572894749703,0.0,72.17453120139612,72.17453120139612
25,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,257.5,26.484548927922027,54.935293563939126,28.518270397756584,0.027978013714853613,0.007262039656475199,203.17744510667393,3.0605042018117183,0.0,67.72581503555797,67.72581503555797
26,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,267.40000000000003,27.42963128632189,56.408552940210626,29.52683672859456,0.027022351485846214,0.007072372177749098,191.11212682585577,2.7795746465718643,0.0,63.70404227528525,63.70404227528525
27,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,277.3,28.37224600534309,57.86561636480338,30.532465835135007,0.026132332864408296,0.006894288965771535,180.16385411695896,2.5332847739229063,0.0,60.05461803898632,60.05461803898632
28,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,287.2,29.312487324554304,59.30723098455062,31.535270728699746,0.025301338531892294,0.006726705559822142,170.1946545734221,2.3163453464687347,0.0,56.73155152447403,56.73155152447403
29,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,297.1,30.2504427612755,60.734085018575925,32.535356328731744,0.024523615243807327,0.0065686719455708194,161.0875834559701,2.12442007528392,0.0,53.69586115199003,53.69586115199003
30,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,307.0,31.18619379810688,62.146814207714435,33.53282029248963,0.023794138205153574,0.006419352069569336,152.7429503308714,1.9539293994876548,0.0,50.91431677695713,50.91431677695713
31,3,3,100000,D,0,1000000.0,0,0,0,0,0.0,sample,0,0,0,5000,0,0,316.90000000000003,32.11981648022879,63.55731057966209,34.530556190328774,0.023106623480676877,0.006276890522316902,145.0377459286059,1.8014327429503885,0.0,48.34591530953529,48.34591530953529
