,index,x,D0,sig_x,sig_y,sig_z,D0U/Q,coef_y,expon_y,coef_z,expon_z,iwind,istab,wind,stab,how
94,3,31.6227766016838,57.595986,3.771504692793245,23.950468690475613,11.371929629134437,0.0011686970481979,0.7621770943390962,0.9981720825355752,0.1642590465391425,1.2268699106499106,2,1,2.3,B,fit
95,4,100.0,4.718133,10.995491633681334,75.57881144041298,46.69486443428732,9.019468591133264e-05,1.5711177395231908,0.8410956628007099,0.1991147469047972,1.185082846399793,2,1,2.3,B,fit
96,5,316.227766016838,0.4604423945036066,32.05639290264675,199.04344936768496,182.730289419996,8.751685368016747e-06,1.0722606222129507,0.9074590128253642,0.0956491879668781,1.3124517018948167,2,1,2.3,B,fit
97,6,1000.0,0.0345655778570331,93.45760609567321,565.8188291602223,828.0115465617955,6.794168892915424e-07,1.1767917071440623,0.893992598812023,0.1370954334863308,1.2603378013076678,2,1,2.3,B,fit
98,7,1778.2794100389228,0.0101970019999999,159.57492626782852,946.6197155038598,1710.4911966783277,1.965865216953073e-07,0.5308142380148989,1.0003793790699818,0.4261647192763816,1.1087825693083402,2,1,2.3,B,fit
99,8,3162.2776601683795,0.0031733224176765,272.46746580813414,1683.7220140011602,3238.2955696962485,5.837988719144693e-08,1.7394590287020455,0.8531017675285633,15.230897649610371,0.6650259959931463,2,1,2.3,B,fit
100,9,5623.413251903491,0.0013245789294821,465.22672239438015,2751.349945631169,4748.680874555421,2.4363030593961023e-08,6.723006958739691,0.6965286056711016,71.98953823378073,0.4851476258211923,2,1,2.3,B,fit
101,10,10000.0,0.0006715526934193,794.3550346015521,4108.44978715907,6278.557719710958,1.2339917401259204e-08,4.662260786882142,0.7362703552565493,5189.011570532448,0.0206938130120272,2,1,2.3,B,fit
102,11,31622.776601683792,0.0002678315709926,2315.872535920197,9589.87974153972,6429.938182708341,5.162144634495943e-09,0.6470410301951091,0.926862520010396,4504.620910444905,0.0343441220338365,2,1,2.3,B,fit
103,12,100000.0,9.653644e-05,6751.723560636403,27876.89639981935,6689.272046452014,1.7069737696604587e-09,,,,,2,1,2.3,B,fit
