,Unnamed: 0.1,Unnamed: 0,istab,wind,stab,x,sig_x,sig_y,sig_z,how
103,103,103.0,1,2.3,B,100000.0,6751.723560636403,27876.89639981935,6689.272046452014,fit
169,169,169.0,1,4.1,B,0.001,0.001,0.001,0.001,fit
169,169,169.0,1,4.1,B,1.0,0.1522,0.837737283161743,0.0697472185115544,fit
170,170,170.0,1,4.1,B,3.1622776601683795,0.443725770736577,2.3088942607740712,0.5716865304380964,fit
171,171,171.0,1,4.1,B,10.0,1.2936436242823213,9.471463683526572,2.3334152375484294,fit
172,172,172.0,1,4.1,B,31.6227766016838,3.771504692793245,25.75109955770199,11.48287961260148,fit
173,173,173.0,1,4.1,B,100.0,10.995491633681334,72.72549849773979,36.78400132056458,fit
174,174,174.0,1,4.1,B,316.227766016838,32.05639290264675,183.85535186818387,142.53590353337145,fit
175,175,175.0,1,4.1,B,1000.0,93.4576060956732,518.7464647865098,650.9141316536478,fit
176,176,176.0,1,4.1,B,1778.2794100389228,159.57492626782852,853.0353732415313,1355.7308657372207,fit
177,177,177.0,1,4.1,B,3162.2776601683795,272.46746580813414,1486.2975192299882,2754.5029821856065,fit
178,178,178.0,1,4.1,B,5623.413251903491,465.22672239438015,2419.548094822424,4224.291269024495,fit
179,179,179.0,1,4.1,B,10000.0,794.3550346015521,3661.536405532125,5995.464439128033,fit
180,180,180.0,1,4.1,B,31622.776601683792,2315.872535920197,7482.513133571244,6785.8081156524,fit
181,181,181.0,1,4.1,B,100000.0,6751.723560636403,17771.37149688508,6998.354094438633,fit
26,26,26.0,2,0.8,C,0.001,0.001,0.001,0.001,fit
26,26,26.0,2,0.8,C,1.0,0.1522,1.3104642932381274,0.0476787552338068,fit
27,27,27.0,2,0.8,C,3.1622776601683795,0.443725770736577,3.300422297014693,0.121348914481087,fit
28,28,28.0,2,0.8,C,10.0,1.2936436242823213,9.94959210698005,0.3128985510356104,fit
29,29,29.0,2,0.8,C,31.6227766016838,3.771504692793245,20.7710865721225,1.862946434776964,fit
30,30,30.0,2,0.8,C,100.0,10.995491633681334,65.27037393979715,44.80270103215083,fit
31,31,31.0,2,0.8,C,316.227766016838,32.05639290264675,220.9645203699453,187.0328933756592,fit
32,32,32.0,2,0.8,C,1000.0,93.4576060956732,571.3282135086915,814.2033196808154,fit
33,33,33.0,2,0.8,C,1778.2794100389228,159.57492626782852,1024.567911814288,1664.247075336791,fit
34,34,34.0,2,0.8,C,3162.2776601683795,272.46746580813414,1681.9515456642755,3108.9508284187955,fit
35,35,35.0,2,0.8,C,5623.413251903491,465.22672239438015,2984.5686675410384,4535.5279539729045,fit
36,36,36.0,2,0.8,C,10000.0,794.3550346015521,4570.4241034652205,5882.458937078974,fit
37,37,37.0,2,0.8,C,31622.776601683792,2315.872535920197,15539.257924887566,8219.863747206888,fit
38,38,38.0,2,0.8,C,100000.0,6751.723560636403,50312.85229632329,17672.06312613861,fit
104,104,104.0,2,2.3,C,0.001,0.001,0.001,0.001,fit
104,104,104.0,2,2.3,C,1.0,0.1522,1.0218535057578768,0.0340419819459608,fit
105,105,105.0,2,2.3,C,3.1622776601683795,0.443725770736577,2.5066728932349327,0.179713476711182,fit
106,106,106.0,2,2.3,C,10.0,1.2936436242823213,8.93150218030086,0.7502155674069746,fit
107,107,107.0,2,2.3,C,31.6227766016838,3.771504692793245,21.79293533284513,6.390612784907423,fit
108,108,108.0,2,2.3,C,100.0,10.995491633681334,64.0116888102138,23.092785529914213,fit
109,109,109.0,2,2.3,C,316.227766016838,32.05639290264675,150.61748362909069,73.46337898597912,fit
110,110,110.0,2,2.3,C,1000.0,93.4576060956732,393.5164556858773,314.0983118167036,fit
111,111,111.0,2,2.3,C,1778.2794100389228,159.57492626782852,644.4879129034899,637.5502429022577,fit
112,112,112.0,2,2.3,C,3162.2776601683795,272.46746580813414,1029.576781726693,1424.9103171423253,fit
113,113,113.0,2,2.3,C,5623.413251903491,465.22672239438015,1692.7957368971477,2899.5332628963515,fit
114,114,114.0,2,2.3,C,10000.0,794.3550346015521,2633.685197175537,4571.436694091847,fit
115,115,115.0,2,2.3,C,31622.776601683792,2315.872535920197,5806.251590013114,7172.964368574587,fit
116,116,116.0,2,2.3,C,100000.0,6751.723560636403,20968.29700426024,7173.964368574587,fit
182,182,182.0,2,4.1,C,0.001,0.001,0.001,0.001,fit
182,182,182.0,2,4.1,C,1.0,0.1522,0.8265042032945619,0.0470564034726198,fit
183,183,183.0,2,4.1,C,3.1622776601683795,0.443725770736577,2.526246603228523,0.2945864673631064,fit
184,184,184.0,2,4.1,C,10.0,1.2936436242823213,8.240079258308953,1.404792706509769,fit
185,185,185.0,2,4.1,C,31.6227766016838,3.771504692793245,22.94260680005308,7.226082417110265,fit
186,186,186.0,2,4.1,C,100.0,10.995491633681334,58.3153203665045,18.313616857039648,fit
187,187,187.0,2,4.1,C,316.227766016838,32.05639290264675,137.03434026438214,63.080978354139575,fit
188,188,188.0,2,4.1,C,1000.0,93.4576060956732,345.3067894387167,249.3250059794136,fit
189,189,189.0,2,4.1,C,1778.2794100389228,159.57492626782852,602.6824108778975,516.4336218495799,fit
190,190,190.0,2,4.1,C,3162.2776601683795,272.46746580813414,825.4634749430444,1199.185503830816,fit
191,191,191.0,2,4.1,C,5623.413251903491,465.22672239438015,1608.0352794157966,2323.9128109370376,fit
192,192,192.0,2,4.1,C,10000.0,794.3550346015521,2394.542575758805,3947.228860340085,fit
193,193,193.0,2,4.1,C,31622.776601683792,2315.872535920197,4870.975952210411,7272.668942765197,fit
194,194,194.0,2,4.1,C,100000.0,6751.723560636403,13061.330107449989,7273.668942765197,fit
234,234,234.0,2,6.7,C,0.001,0.001,0.001,0.001,fit
234,234,234.0,2,6.7,C,1.0,0.1522,0.802723006104263,0.0625918037363089,fit
235,235,235.0,2,6.7,C,3.1622776601683795,0.443725770736577,2.4181270283996805,0.3954965127698252,fit
236,236,236.0,2,6.7,C,10.0,1.2936436242823213,9.516365575423814,1.3873632221050989,fit
237,237,237.0,2,6.7,C,31.6227766016838,3.771504692793245,21.724530641368546,7.043976085635587,fit
238,238,238.0,2,6.7,C,100.0,10.995491633681334,56.72601104269769,16.798325674016013,fit
239,239,239.0,2,6.7,C,316.227766016838,32.05639290264675,129.51909057917973,56.64780331437282,fit
240,240,240.0,2,6.7,C,1000.0,93.4576060956732,343.8185262348645,235.02656374677355,fit
241,241,241.0,2,6.7,C,1778.2794100389228,159.57492626782852,566.1624165722462,457.6103659151421,fit
242,242,242.0,2,6.7,C,3162.2776601683795,272.46746580813414,858.9959151647266,1047.0517413330956,fit
243,243,243.0,2,6.7,C,5623.413251903491,465.22672239438015,1458.5870825096438,2065.958763425354,fit
244,244,244.0,2,6.7,C,10000.0,794.3550346015521,2288.7259875452964,3741.1475438567713,fit
245,245,245.0,2,6.7,C,31622.776601683792,2315.872535920197,4856.587231045453,7132.732886779192,fit
246,246,246.0,2,6.7,C,100000.0,6751.723560636403,9935.848177207865,7212.185667652508,fit
269,269,269.0,2,9.6,C,0.001,0.001,0.001,0.001,fit
269,269,269.0,2,9.6,C,1.0,0.1522,0.5593131707676815,0.0710959858561724,fit
270,270,270.0,2,9.6,C,3.1622776601683795,0.443725770736577,3.2523073195932986,0.3588998497983648,fit
271,271,271.0,2,9.6,C,10.0,1.2936436242823213,7.082359430293907,1.895424228849764,fit
272,272,272.0,2,9.6,C,31.6227766016838,3.771504692793245,22.66544698783993,6.394911709348942,fit
273,273,273.0,2,9.6,C,100.0,10.995491633681334,53.56306386251352,16.493284716058053,fit
274,274,274.0,2,9.6,C,316.227766016838,32.05639290264675,127.15658499712012,55.52523200759968,fit
275,275,275.0,2,9.6,C,1000.0,93.4576060956732,339.9473303851166,226.1165407540195,fit
276,276,276.0,2,9.6,C,1778.2794100389228,159.57492626782852,546.0134398791424,471.3611254154727,fit
277,277,277.0,2,9.6,C,3162.2776601683795,272.46746580813414,887.3639859225916,976.86172312672,fit
278,278,278.0,2,9.6,C,5623.413251903491,465.22672239438015,1403.135466775773,2190.6603330488742,fit
279,279,279.0,2,9.6,C,10000.0,794.3550346015521,2257.7958601147643,3596.6439071706777,fit
280,280,280.0,2,9.6,C,31622.776601683792,2315.872535920197,4639.4537362937135,7054.575771807593,fit
281,281,281.0,2,9.6,C,100000.0,6751.723560636403,9954.864465329209,7092.277361017433,fit
295,295,295.0,2,12.0,C,0.001,0.001,0.001,0.001,fit
295,295,295.0,2,12.0,C,1.0,0.1522,0.7650263808495427,0.0658303392595401,fit
296,296,296.0,2,12.0,C,3.1622776601683795,0.443725770736577,2.480885546332833,0.3951711422819376,fit
297,297,297.0,2,12.0,C,10.0,1.2936436242823213,8.997519781661621,1.6477121792387883,fit
298,298,298.0,2,12.0,C,31.6227766016838,3.771504692793245,22.715789298986056,6.808230261153396,fit
299,299,299.0,2,12.0,C,100.0,10.995491633681334,53.0704770536324,16.53173649212457,fit
300,300,300.0,2,12.0,C,316.227766016838,32.05639290264675,129.01313678591964,54.252164527645945,fit
301,301,301.0,2,12.0,C,1000.0,93.4576060956732,331.97505757543945,225.4401181456794,fit
302,302,302.0,2,12.0,C,1778.2794100389228,159.57492626782852,540.8870805391089,454.0944570104537,fit
303,303,303.0,2,12.0,C,3162.2776601683795,272.46746580813414,855.401243408992,935.3929909830804,fit
304,304,304.0,2,12.0,C,5623.413251903491,465.22672239438015,1399.4594636161628,2192.8243806129426,fit
305,305,305.0,2,12.0,C,10000.0,794.3550346015521,2210.3588530957945,3643.9993133590574,fit
306,306,306.0,2,12.0,C,31622.776601683792,2315.872535920197,4742.916534531299,7248.954298749602,fit
307,307,307.0,2,12.0,C,100000.0,6751.723560636403,9134.487664735503,7249.954298749602,fit
39,39,39.0,3,0.8,D,0.001,0.001,0.001,0.001,fit
39,39,39.0,3,0.8,D,1.0,0.1522,1.197704065135913,0.0305256591403704,fit
40,40,40.0,3,0.8,D,3.1622776601683795,0.443725770736577,3.0261842291340977,0.0849830979022654,fit
41,41,41.0,3,0.8,D,10.0,1.2936436242823213,10.806380777884677,0.2219900156116148,fit
42,42,42.0,3,0.8,D,31.6227766016838,3.771504692793245,20.13201519045784,1.2311060144290409,fit
43,43,43.0,3,0.8,D,100.0,10.995491633681334,64.9376055687466,23.271917201335643,fit
44,44,44.0,3,0.8,D,316.227766016838,32.05639290264675,185.8286098368843,70.62011822157372,fit
45,45,45.0,3,0.8,D,1000.0,93.4576060956732,469.4014497082104,219.1338753321573,fit
46,46,46.0,3,0.8,D,1778.2794100389228,159.57492626782852,819.8513487042701,379.8346285624099,fit
47,47,47.0,3,0.8,D,3162.2776601683795,272.46746580813414,1335.5482111135375,610.0187719859516,fit
48,48,48.0,3,0.8,D,5623.413251903491,465.22672239438015,2154.784237034168,1099.138612680573,fit
49,49,49.0,3,0.8,D,10000.0,794.3550346015521,3304.006379646132,2068.623760171769,fit
50,50,50.0,3,0.8,D,31622.776601683792,2315.872535920197,9830.382535404564,5134.282644010952,fit
51,51,51.0,3,0.8,D,100000.0,6751.723560636403,41474.9257636537,15315.572085249663,fit
117,117,117.0,3,2.3,D,0.001,0.001,0.001,0.001,fit
117,117,117.0,3,2.3,D,1.0,0.1522,0.8777658598922167,0.0148683164414713,fit
118,118,118.0,3,2.3,D,3.1622776601683795,0.443725770736577,2.412165808693482,0.0758966786270126,fit
119,119,119.0,3,2.3,D,10.0,1.2936436242823213,6.898898548877755,0.5247035456396739,fit
120,120,120.0,3,2.3,D,31.6227766016838,3.771504692793245,15.160497087100053,5.500530253536601,fit
121,121,121.0,3,2.3,D,100.0,10.995491633681334,29.54276955309166,12.329978472454687,fit
122,122,122.0,3,2.3,D,316.227766016838,32.05639290264675,65.66130868565028,36.06519569471305,fit
123,123,123.0,3,2.3,D,1000.0,93.4576060956732,165.15550401172166,108.19781061244711,fit
124,124,124.0,3,2.3,D,1778.2794100389228,159.57492626782852,290.3909922341287,204.81117226789044,fit
125,125,125.0,3,2.3,D,3162.2776601683795,272.46746580813414,517.1437115986698,345.3544071095818,fit
126,126,126.0,3,2.3,D,5623.413251903491,465.22672239438015,879.0632745491428,559.2733055983558,fit
127,127,127.0,3,2.3,D,10000.0,794.3550346015521,1519.138436905955,1183.5090765117484,fit
128,128,128.0,3,2.3,D,31622.776601683792,2315.872535920197,4187.794244416936,4107.431822499849,fit
129,129,129.0,3,2.3,D,100000.0,6751.723560636403,10868.416205673047,8912.492872880883,fit
195,195,195.0,3,4.1,D,0.001,0.001,0.001,0.001,fit
195,195,195.0,3,4.1,D,1.0,0.1522,0.7062003524797591,0.0282117174028286,fit
196,196,196.0,3,4.1,D,3.1622776601683795,0.443725770736577,2.402949625459956,0.1234117893169087,fit
197,197,197.0,3,4.1,D,10.0,1.2936436242823213,6.904928635808676,0.8486471291396669,fit
198,198,198.0,3,4.1,D,31.6227766016838,3.771504692793245,13.334501761718156,5.241631178548649,fit
199,199,199.0,3,4.1,D,100.0,10.995491633681334,26.436530448301724,11.331246660773711,fit
200,200,200.0,3,4.1,D,316.227766016838,32.05639290264675,60.12768699029823,32.08108143960991,fit
201,201,201.0,3,4.1,D,1000.0,93.4576060956732,144.22668926129862,97.72268153422144,fit
202,202,202.0,3,4.1,D,1778.2794100389228,159.57492626782852,229.398380257902,171.74145922991906,fit
203,203,203.0,3,4.1,D,3162.2776601683795,272.46746580813414,376.0603756527955,326.4484108869308,fit
204,204,204.0,3,4.1,D,5623.413251903491,465.22672239438015,588.53224969628,491.2730058677758,fit
205,205,205.0,3,4.1,D,10000.0,794.3550346015521,948.6737994805276,985.3827593870964,fit
206,206,206.0,3,4.1,D,31622.776601683792,2315.872535920197,2309.5188531143244,3539.407163214916,fit
207,207,207.0,3,4.1,D,100000.0,6751.723560636403,6002.620246277036,8884.074448030693,fit
247,247,247.0,3,6.7,D,0.001,0.001,0.001,0.001,fit
247,247,247.0,3,6.7,D,1.0,0.1522,0.7608375307779695,0.0463616815051091,fit
248,248,248.0,3,6.7,D,3.1622776601683795,0.443725770736577,2.268592888772089,0.2364998426387861,fit
249,249,249.0,3,6.7,D,10.0,1.2936436242823213,6.532483483133671,1.4568024167896887,fit
250,250,250.0,3,6.7,D,31.6227766016838,3.771504692793245,11.967262918025416,4.939960777875264,fit
251,251,251.0,3,6.7,D,100.0,10.995491633681334,24.337425775847137,10.986647993205986,fit
252,252,252.0,3,6.7,D,316.227766016838,32.05639290264675,57.50692824897083,30.05803512144347,fit
253,253,253.0,3,6.7,D,1000.0,93.4576060956732,142.95705809824486,92.86637124735016,fit
254,254,254.0,3,6.7,D,1778.2794100389228,159.57492626782852,220.62387087724773,173.03495941973034,fit
255,255,255.0,3,6.7,D,3162.2776601683795,272.46746580813414,367.72003779915394,292.1587222792224,fit
256,256,256.0,3,6.7,D,5623.413251903491,465.22672239438015,563.0809709845315,463.94368202282607,fit
257,257,257.0,3,6.7,D,10000.0,794.3550346015521,919.215969710172,893.065832303758,fit
258,258,258.0,3,6.7,D,31622.776601683792,2315.872535920197,2260.923114697951,3656.7517644185687,fit
259,259,259.0,3,6.7,D,100000.0,6751.723560636403,4944.075413390563,8283.843618156166,fit
282,282,282.0,3,9.6,D,0.001,0.001,0.001,0.001,fit
282,282,282.0,3,9.6,D,1.0,0.1522,0.838702171788257,0.0496680755034342,fit
283,283,283.0,3,9.6,D,3.1622776601683795,0.443725770736577,2.266622002497651,0.2497603330078853,fit
284,284,284.0,3,9.6,D,10.0,1.2936436242823213,6.122712923888093,1.7797441965937495,fit
285,285,285.0,3,9.6,D,31.6227766016838,3.771504692793245,12.16711062880388,4.763837505219106,fit
286,286,286.0,3,9.6,D,100.0,10.995491633681334,24.44524312057744,10.824704528631848,fit
287,287,287.0,3,9.6,D,316.227766016838,32.05639290264675,57.12385387448298,30.736388971065264,fit
288,288,288.0,3,9.6,D,1000.0,93.4576060956732,141.15985306793186,92.54346565736216,fit
289,289,289.0,3,9.6,D,1778.2794100389228,159.57492626782852,222.0327815351237,162.2108712481192,fit
290,290,290.0,3,9.6,D,3162.2776601683795,272.46746580813414,348.0648005852286,305.8671103678201,fit
291,291,291.0,3,9.6,D,5623.413251903491,465.22672239438015,574.0535025140325,474.4841925360845,fit
292,292,292.0,3,9.6,D,10000.0,794.3550346015521,893.9414492535875,896.724955441875,fit
293,293,293.0,3,9.6,D,31622.776601683792,2315.872535920197,2244.3493497421146,3453.0265485858995,fit
294,294,294.0,3,9.6,D,100000.0,6751.723560636403,4783.60763415305,8358.472780816415,fit
308,308,308.0,3,12.0,D,0.001,0.001,0.001,0.001,fit
308,308,308.0,3,12.0,D,1.0,0.1522,0.7225258527894359,0.0582413321836612,fit
309,309,309.0,3,12.0,D,3.1622776601683795,0.443725770736577,2.2920708111994377,0.2862231880490362,fit
310,310,310.0,3,12.0,D,10.0,1.2936436242823213,6.05679386409376,1.840388500655824,fit
311,311,311.0,3,12.0,D,31.6227766016838,3.771504692793245,11.65465107925836,4.645010770424301,fit
312,312,312.0,3,12.0,D,100.0,10.995491633681334,23.639318618191982,10.659184900208782,fit
313,313,313.0,3,12.0,D,316.227766016838,32.05639290264675,56.083553357154365,30.2160134371495,fit
314,314,314.0,3,12.0,D,1000.0,93.4576060956732,138.92188925004223,89.43449241699739,fit
315,315,315.0,3,12.0,D,1778.2794100389228,159.57492626782852,224.1758971387372,167.44120385406242,fit
316,316,316.0,3,12.0,D,3162.2776601683795,272.46746580813414,349.2241276624733,287.3491402430753,fit
317,317,317.0,3,12.0,D,5623.413251903491,465.22672239438015,558.6700862003057,460.2199941619062,fit
318,318,318.0,3,12.0,D,10000.0,794.3550346015521,895.1940133242601,861.5250571607605,fit
319,319,319.0,3,12.0,D,31622.776601683792,2315.872535920197,2237.155816416471,3618.090852193994,fit
320,320,320.0,3,12.0,D,100000.0,6751.723560636403,4810.222015672463,8101.575827700204,fit
130,130,130.0,4,2.3,E,0.001,0.001,0.001,0.001,fit
130,130,130.0,4,2.3,E,1.0,0.1522,1.2318126996383296,0.0111044948115103,fit
131,131,131.0,4,2.3,E,3.1622776601683795,0.443725770736577,2.63701144886324,0.0388850531355084,fit
132,132,132.0,4,2.3,E,10.0,1.2936436242823213,8.426066441388153,0.1426044932230911,fit
133,133,133.0,4,2.3,E,31.6227766016838,3.771504692793245,21.86805530540113,0.9750565986996252,fit
134,134,134.0,4,2.3,E,100.0,10.995491633681334,50.09226625063043,6.95244580976943,fit
135,135,135.0,4,2.3,E,316.227766016838,32.05639290264675,104.74002657684566,10.843583319723834,fit
136,136,136.0,4,2.3,E,1000.0,93.4576060956732,214.3468421212501,21.496376755359023,fit
137,137,137.0,4,2.3,E,1778.2794100389228,159.57492626782852,317.3134091439196,29.63811379282632,fit
138,138,138.0,4,2.3,E,3162.2776601683795,272.46746580813414,463.6558778401816,42.41533328537994,fit
139,139,139.0,4,2.3,E,5623.413251903491,465.22672239438015,685.2604730832434,62.00523379146944,fit
140,140,140.0,4,2.3,E,10000.0,794.3550346015521,986.0120872807232,98.36944643583531,fit
141,141,141.0,4,2.3,E,31622.776601683792,2315.872535920197,1862.7137120840944,224.3219155069882,fit
142,142,142.0,4,2.3,E,100000.0,6751.723560636403,4320.405083070127,355.3215316836097,fit
208,208,208.0,4,4.1,E,0.001,0.001,0.001,0.001,fit
208,208,208.0,4,4.1,E,1.0,0.1522,0.9428229155732778,0.0080237161365953,fit
209,209,209.0,4,4.1,E,3.1622776601683795,0.443725770736577,2.3571158620589143,0.0537438916097652,fit
210,210,210.0,4,4.1,E,10.0,1.2936436242823213,5.988885586268264,0.4211373718843663,fit
211,211,211.0,4,4.1,E,31.6227766016838,3.771504692793245,12.250656074497735,2.7712279911751576,fit
212,212,212.0,4,4.1,E,100.0,10.995491633681334,21.434434026194,5.446364915337752,fit
213,213,213.0,4,4.1,E,316.227766016838,32.05639290264675,43.10457699761426,10.772852218990607,fit
214,214,214.0,4,4.1,E,1000.0,93.4576060956732,85.17141207443304,20.666074921823125,fit
215,215,215.0,4,4.1,E,1778.2794100389228,159.57492626782852,132.6099838492244,27.01639318969412,fit
216,216,216.0,4,4.1,E,3162.2776601683795,272.46746580813414,201.7258244321989,41.37509500298568,fit
217,217,217.0,4,4.1,E,5623.413251903491,465.22672239438015,280.8991997521906,60.24535276472371,fit
218,218,218.0,4,4.1,E,10000.0,794.3550346015521,433.1647871908428,102.66878808238836,fit
219,219,219.0,4,4.1,E,31622.776601683792,2315.872535920197,885.6395106547308,262.61883907174297,fit
220,220,220.0,4,4.1,E,100000.0,6751.723560636403,2512.23693898546,453.6939099584759,fit
260,260,260.0,4,6.7,E,0.001,0.001,0.001,0.001,fit
260,260,260.0,4,6.7,E,1.0,0.1522,290.1544173708574,1.8440748290263824,fit
261,261,261.0,4,6.7,E,316.227766016838,32.05639290264675,291.1544173708574,4.740208363639787,fit
262,262,262.0,4,6.7,E,1000.0,93.4576060956732,598.3911195411907,10.092607491135222,fit
263,263,263.0,4,6.7,E,1778.2794100389228,159.57492626782852,769.9906730081302,12.640272918514958,fit
264,264,264.0,4,6.7,E,3162.2776601683795,272.46746580813414,49981.32067514801,13.640272918514958,fit
265,265,265.0,4,6.7,E,5623.413251903491,465.22672239438015,49982.32067514801,33.96474430100756,fit
266,266,266.0,4,6.7,E,10000.0,794.3550346015521,49983.32067514801,102.61478666463634,fit
267,267,267.0,4,6.7,E,31622.776601683792,2315.872535920197,49984.32067514801,297.2378048702493,fit
268,268,268.0,4,6.7,E,100000.0,6751.723560636403,49985.32067514801,648.4459233628268,fit
321,0,,4,6.7,E,3.1622776601683795,0.443725770736577,290.3541422243695,2.2273184695660966,fit
322,1,,4,6.7,E,10.0,1.2936436242823213,290.55400455646105,2.690209468066702,fit
323,2,,4,6.7,E,31.6227766016838,3.7715046927932456,290.7540044617637,3.2493004844006936,fit
324,3,,4,6.7,E,100.0,10.99549163368134,290.9541420349752,3.924584224110241,fit
52,52,52.0,5,0.8,F,0.001,0.001,0.001,0.001,fit
52,52,52.0,5,0.8,F,1.0,0.1522,1.271213703969602,0.0307412966060497,fit
53,53,53.0,5,0.8,F,3.1622776601683795,0.443725770736577,4.481255819367067,0.042767705586097,fit
54,54,54.0,5,0.8,F,10.0,1.2936436242823213,12.86733096837302,0.0704960617843152,fit
55,55,55.0,5,0.8,F,31.6227766016838,3.771504692793245,29.49163667497056,0.1646862812193245,fit
